"Date","Price","Open","High","Low","Vol.","Change %"
"10/16/2017","136.873","137.482","137.585","136.609","","-0.27%"
"10/13/2017","137.250","136.930","137.678","136.837","","0.23%"
"10/12/2017","136.930","136.670","137.235","135.495","","0.20%"
"10/11/2017","136.660","136.260","136.789","135.912","","0.29%"
"10/10/2017","136.265","135.681","136.588","135.507","","0.42%"
"10/09/2017","135.691","134.877","136.201","134.743","","0.63%"
"10/06/2017","134.836","135.383","135.450","134.389","","-0.41%"
"10/05/2017","135.388","136.811","136.923","135.264","","-1.06%"
"10/04/2017","136.842","136.860","137.413","136.580","","-0.04%"
"10/03/2017","136.896","137.151","137.275","136.534","","-0.19%"
"10/02/2017","137.157","138.175","138.329","136.792","","-0.80%"
"09/29/2017","138.257","138.794","138.830","137.767","","-0.39%"
"09/28/2017","138.794","138.422","139.047","137.823","","0.28%"
"09/27/2017","138.411","139.026","139.104","138.112","","-0.44%"
"09/26/2017","139.026","139.114","139.705","138.515","","-0.06%"
"09/25/2017","139.114","139.315","140.173","138.603","","-0.14%"
"09/22/2017","139.315","140.297","140.457","138.871","","-0.70%"
"09/21/2017","140.292","139.518","140.364","139.083","","0.55%"
"09/20/2017","139.528","139.558","141.219","139.094","","-0.01%"
"09/19/2017","139.548","139.201","139.977","138.943","","0.26%"
"09/18/2017","139.191","139.974","140.485","138.886","","-0.68%"
"09/15/2017","140.144","137.865","140.237","137.691","","1.66%"
"09/14/2017","137.855","135.941","137.958","135.432","","1.41%"
